"Fmin","Fmin_B","CFI","RMSEA","Size_Of_CR","FC","Number_Of_CR","Location_Of_Misfit","Percent_Missing","Number_of_Missing_Variables","Missing_Mechanism"
0.1992,4.7732,0.9583,0.0613,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0.4007,5.1303,0.9219,0.0869,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%"," Two Variables with Missing"," Weak MAR"
0,3.7146,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0125,3.7568,0.9967,0.0153,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0526,3.8389,0.9863,0.0315,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.1283,3.9816,0.9678,0.0492,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.2316,4.2599,0.9456,0.0661,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0,3.8304,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0131,3.8745,0.9966,0.0157,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0541,3.957,0.9863,0.0319,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.1331,4.102,0.9676,0.0501,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.2469,4.3742,0.9436,0.0683,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0,4.3091,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0144,4.3475,0.9967,0.0165,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.061,4.4271,0.9862,0.0339,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.1554,4.5685,0.966,0.0541,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0.326,4.8434,0.9327,0.0784,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing"," Weak MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.0246,4.3455,0.9943,0.0215,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.1028,4.5093,0.9772,0.044,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.2408,4.795,0.9498,0.0674,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.39,5.3477,0.9271,0.0858,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.0254,4.4668,0.9943,0.0219,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.1063,4.6297,0.9771,0.0448,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.2542,4.9148,0.9483,0.0693,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.4241,5.4669,0.9224,0.0894,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.0283,4.961,0.9943,0.0231,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.1208,5.1191,0.9764,0.0477,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.3072,5.4003,0.9431,0.0761,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.5875,5.9493,0.9013,0.1053,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0,3.4608,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.0158,3.5211,0.9955,0.0172,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.0655,3.6239,0.9819,0.0351,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.1528,3.814,0.9599,0.0537,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.2475,4.1712,0.9407,0.0683,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0,3.5752,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.0164,3.6333,0.9955,0.0175,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.068,3.7389,0.9818,0.0358,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.1617,3.9254,0.9588,0.0552,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.2695,4.2822,0.9371,0.0713,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0,4.0227,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.0182,4.0764,0.9955,0.0185,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.0774,4.1839,0.9815,0.0382,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.1972,4.3648,0.9548,0.061,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.3815,4.7201,0.9192,0.0848,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0,3.2556,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.0123,3.2969,0.9963,0.0152,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.0513,3.3795,0.9848,0.0311,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.1216,3.5238,0.9655,0.0479,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.203,3.8012,0.9466,0.0619,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0,3.3623,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.013,3.4044,0.9962,0.0156,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.053,3.4884,0.9848,0.0316,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.1273,3.6337,0.965,0.049,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.2203,3.9044,0.9436,0.0645,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
1e-04,3.7882,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.0143,3.8266,0.9963,0.0164,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.0607,3.9069,0.9845,0.0338,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.1534,4.0475,0.9621,0.0538,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.3078,4.3214,0.9288,0.0762,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.0246,4.3455,0.9943,0.0215,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.1028,4.5093,0.9772,0.044,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.2408,4.795,0.9498,0.0674,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.39,5.3477,0.9271,0.0858,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.0254,4.4668,0.9943,0.0219,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.1063,4.6297,0.9771,0.0448,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.2542,4.9148,0.9483,0.0693,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.4241,5.4669,0.9224,0.0894,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.0283,4.961,0.9943,0.0231,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.1208,5.1191,0.9764,0.0477,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.3072,5.4003,0.9431,0.0761,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.5875,5.9493,0.9013,0.1053,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0,3.8861,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.0189,3.9575,0.9952,0.0189,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.0785,4.0868,0.9808,0.0385,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.181,4.317,0.9581,0.0584,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.2964,4.7583,0.9377,0.0748,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
1e-04,4.0077,1,2e-04,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.02,4.0785,0.9951,0.0194,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.0811,4.2095,0.9807,0.0391,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.1913,4.4397,0.9569,0.0601,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.3207,4.8781,0.9343,0.0778,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0,4.4994,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.0223,4.5641,0.9951,0.0205,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.0946,4.6925,0.9799,0.0422,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.2368,4.9158,0.9518,0.0668,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.4412,5.3552,0.9176,0.0912,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0,3.5867,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.0116,3.6318,0.9968,0.0147,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.0477,3.7125,0.9872,0.03,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.1096,3.8545,0.9716,0.0455,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.1822,4.1317,0.9559,0.0586,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0,3.7039,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.0121,3.7503,0.9968,0.0151,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.0495,3.8298,0.9871,0.0305,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.1158,3.974,0.9709,0.0467,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.1943,4.2499,0.9543,0.0605,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0,4.1808,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.0138,4.2234,0.9967,0.0161,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.0587,4.3023,0.9864,0.0333,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.1448,4.4425,0.9674,0.0523,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.2689,4.7187,0.943,0.0712,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.0246,4.3455,0.9943,0.0215,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.1028,4.5093,0.9772,0.044,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.2408,4.795,0.9498,0.0674,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.39,5.3477,0.9271,0.0858,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.0254,4.4668,0.9943,0.0219,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.1063,4.6297,0.9771,0.0448,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.2542,4.9148,0.9483,0.0693,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.4241,5.4669,0.9224,0.0894,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.0283,4.961,0.9943,0.0231,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.1208,5.1191,0.9764,0.0477,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.3072,5.4003,0.9431,0.0761,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.5875,5.9493,0.9013,0.1053,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","0%","Four Variables with Missing","Strong MAR"
0,3.5474,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.0187,3.6209,0.9948,0.0188,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.077,3.7496,0.9795,0.0381,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.1729,3.9809,0.9566,0.0571,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.2705,4.4212,0.9388,0.0714,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
1e-04,3.6681,1,1e-04,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.0199,3.738,0.9947,0.0193,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.08,3.8692,0.9793,0.0388,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.1846,4.1005,0.955,0.059,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.2973,4.5372,0.9345,0.0749,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0,4.1375,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.0222,4.202,0.9947,0.0204,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.0942,4.3336,0.9783,0.0422,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.2345,4.5548,0.9485,0.0665,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.4234,4.9923,0.9152,0.0894,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","20%","Four Variables with Missing","Strong MAR"
0,2.9994,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0113,3.0454,0.9963,0.0146,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0455,3.1269,0.9854,0.0293,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0992,3.2686,0.9697,0.0432,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.1531,3.5457,0.9568,0.0537,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0,3.1089,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0119,3.1532,0.9962,0.015,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0477,3.2323,0.9853,0.03,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.1067,3.3793,0.9685,0.0448,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.1673,3.6531,0.9542,0.0562,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
1e-04,3.5328,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0137,3.5752,0.9962,0.016,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0581,3.657,0.9841,0.0331,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.141,3.7957,0.9629,0.0516,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.2467,4.0698,0.9394,0.0682,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor","50%","Four Variables with Missing","Strong MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0.058,4.5547,0.9873,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0.6788,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
1.4942,6.571,0.7726,0.1679,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0.2647,5.3616,0.9506,0.0707,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
1.6216,7.0302,0.7693,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","  MCAR"
1e-04,4.0559,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0.0575,4.2321,0.9864,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0.2538,4.5655,0.9444,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0.675,5.1429,0.8688,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
1.4645,6.2546,0.7659,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
1e-04,4.1761,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0.058,4.3501,0.9867,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0.2555,4.6804,0.9454,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0.6788,5.2567,0.8709,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
1.4938,6.3668,0.7654,0.1679,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0,4.6675,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0.0603,4.8278,0.9875,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0.2644,5.1475,0.9486,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0.6977,5.7138,0.8779,0.1147,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
1.6186,6.8166,0.7626,0.1748,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","  MCAR"
0,3.7524,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0.0575,3.928,0.9854,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0.2538,4.2612,0.9405,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0.6751,4.8386,0.8605,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
1.4645,5.9503,0.7539,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
1e-04,3.8689,1,3e-04,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0.058,4.0441,0.9857,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0.2555,4.3741,0.9416,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0.6787,4.9494,0.8629,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
1.4931,6.0608,0.7536,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
